time_x,wave_height (m),wave_height_max (m),wave_direction (°),wave_direction_dominant (°),wave_period (s),wave_period_max (s),wind_wave_height (m),wind_wave_height_max (m),wind_wave_direction (°),wind_wave_direction_dominant (°),swell_wave_height (m),swell_wave_height_max (m),swell_wave_direction (°),swell_wave_direction_dominant (°)
2024-02-15 10:00:00,0.42,0.46,339,338,5.5,5.6,0.0,0.06,180,247,0.42,0.46,339,339
2024-02-15 11:00:00,0.4,0.46,339,338,5.45,5.6,0.0,0.06,180,247,0.4,0.46,339,339
2024-02-15 12:00:00,0.4,0.46,340,338,5.45,5.6,0.0,0.06,180,247,0.4,0.46,340,339
2024-02-15 13:00:00,0.38,0.46,340,338,5.4,5.6,0.0,0.06,180,247,0.38,0.46,340,339
2024-02-15 14:00:00,0.36,0.46,340,338,5.35,5.6,0.0,0.06,180,247,0.36,0.46,340,339
2024-02-15 15:00:00,0.36,0.46,341,338,5.3,5.6,0.0,0.06,180,247,0.36,0.46,341,339
2024-02-15 16:00:00,0.34,0.46,341,338,5.3,5.6,0.0,0.06,180,247,0.34,0.46,341,339
2024-02-15 17:00:00,0.36,0.46,340,338,5.35,5.6,0.02,0.06,218,247,0.36,0.46,341,339
2024-02-15 18:00:00,0.38,0.46,340,338,5.4,5.6,0.04,0.06,256,247,0.38,0.46,340,339
2024-02-15 19:00:00,0.4,0.46,339,338,5.45,5.6,0.06,0.06,294,247,0.4,0.46,340,339
2024-02-15 20:00:00,0.38,0.46,339,338,5.45,5.6,0.04,0.06,256,247,0.38,0.46,340,339
2024-02-15 21:00:00,0.38,0.46,340,338,5.4,5.6,0.02,0.06,218,247,0.38,0.46,340,339
2024-02-15 22:00:00,0.36,0.46,340,338,5.35,5.6,0.0,0.06,180,247,0.36,0.46,340,339
2024-02-15 23:00:00,0.34,0.46,341,338,5.3,5.6,0.0,0.06,180,247,0.34,0.46,341,339
2024-02-16 00:00:00,0.34,0.48,341,336,5.3,6.65,0.0,0.36,180,305,0.34,0.48,341,343
2024-02-16 01:00:00,0.32,0.48,342,336,5.25,6.65,0.0,0.36,180,305,0.32,0.48,342,343
2024-02-16 02:00:00,0.32,0.48,342,336,5.15,6.65,0.0,0.36,180,305,0.32,0.48,342,343
2024-02-16 03:00:00,0.3,0.48,343,336,5.05,6.65,0.0,0.36,180,305,0.3,0.48,343,343
2024-02-16 04:00:00,0.3,0.48,343,336,5.15,6.65,0.0,0.36,180,305,0.3,0.48,343,343
2024-02-16 05:00:00,0.36,0.48,343,336,5.6,6.65,0.0,0.36,180,305,0.36,0.48,343,343
2024-02-16 06:00:00,0.42,0.48,344,336,6.25,6.65,0.0,0.36,180,305,0.42,0.48,344,343
2024-02-16 07:00:00,0.48,0.48,344,336,6.65,6.65,0.0,0.36,180,305,0.48,0.48,344,343
2024-02-16 08:00:00,0.46,0.48,344,336,6.65,6.65,0.0,0.36,180,305,0.46,0.48,344,343
2024-02-16 09:00:00,0.46,0.48,344,336,6.5,6.65,0.0,0.36,180,305,0.46,0.48,344,343
2024-02-16 10:00:00,0.44,0.48,344,336,6.3,6.65,0.0,0.36,180,305,0.44,0.48,344,343
2024-02-16 11:00:00,0.42,0.48,344,336,6.2,6.65,0.02,0.36,230,305,0.42,0.48,344,343
2024-02-16 12:00:00,0.4,0.48,343,336,6.1,6.65,0.04,0.36,281,305,0.4,0.48,343,343
2024-02-16 13:00:00,0.38,0.48,343,336,5.85,6.65,0.06,0.36,331,305,0.38,0.48,343,343
2024-02-16 14:00:00,0.4,0.48,340,336,5.35,6.65,0.14,0.36,327,305,0.36,0.48,344,343
2024-02-16 15:00:00,0.42,0.48,337,336,4.7,6.65,0.22,0.36,324,305,0.34,0.48,344,343
2024-02-16 16:00:00,0.44,0.48,334,336,4.15,6.65,0.3,0.36,320,305,0.32,0.48,345,343
2024-02-16 17:00:00,0.46,0.48,330,336,3.85,6.65,0.32,0.36,315,305,0.32,0.48,346,343
2024-02-16 18:00:00,0.46,0.48,327,336,3.7,6.65,0.34,0.36,309,305,0.32,0.48,347,343
2024-02-16 19:00:00,0.48,0.48,323,336,3.6,6.65,0.36,0.36,304,305,0.32,0.48,348,343
2024-02-16 20:00:00,0.46,0.48,322,336,3.55,6.65,0.32,0.36,298,305,0.34,0.48,344,343
2024-02-16 21:00:00,0.46,0.48,321,336,3.55,6.65,0.3,0.36,293,305,0.34,0.48,340,343
2024-02-16 22:00:00,0.44,0.48,320,336,3.55,6.65,0.26,0.36,287,305,0.36,0.48,336,343
2024-02-16 23:00:00,0.42,0.48,320,336,3.55,6.65,0.24,0.36,283,305,0.36,0.48,334,343
2024-02-17 00:00:00,0.42,0.64,319,322,3.55,4.1,0.22,0.52,278,294,0.36,0.5,332,335
2024-02-17 01:00:00,0.4,0.64,319,322,3.55,4.1,0.2,0.52,274,294,0.36,0.5,330,335
2024-02-17 02:00:00,0.4,0.64,318,322,3.5,4.1,0.2,0.52,272,294,0.34,0.5,331,335
2024-02-17 03:00:00,0.38,0.64,318,322,3.45,4.1,0.2,0.52,271,294,0.34,0.5,331,335
2024-02-17 04:00:00,0.38,0.64,317,322,3.45,4.1,0.2,0.52,269,294,0.32,0.5,332,335
2024-02-17 05:00:00,0.38,0.64,318,322,3.6,4.1,0.18,0.52,270,294,0.34,0.5,330,335
2024-02-17 06:00:00,0.4,0.64,320,322,3.85,4.1,0.14,0.52,272,294,0.36,0.5,328,335
2024-02-17 07:00:00,0.4,0.64,321,322,4.05,4.1,0.12,0.52,273,294,0.38,0.5,326,335
2024-02-17 08:00:00,0.4,0.64,323,322,4.1,4.1,0.12,0.52,279,294,0.38,0.5,327,335
2024-02-17 09:00:00,0.38,0.64,325,322,4.05,4.1,0.1,0.52,285,294,0.36,0.5,328,335
2024-02-17 10:00:00,0.38,0.64,327,322,4.0,4.1,0.1,0.52,291,294,0.36,0.5,329,335
2024-02-17 11:00:00,0.38,0.64,327,322,3.9,4.1,0.14,0.52,298,294,0.34,0.5,332,335
2024-02-17 12:00:00,0.4,0.64,328,322,3.75,4.1,0.2,0.52,304,294,0.32,0.5,336,335
2024-02-17 13:00:00,0.4,0.64,328,322,3.65,4.1,0.24,0.52,311,294,0.3,0.5,339,335
2024-02-17 14:00:00,0.44,0.64,326,322,3.5,4.1,0.3,0.52,310,294,0.3,0.5,343,335
2024-02-17 15:00:00,0.48,0.64,323,322,3.4,4.1,0.38,0.52,310,294,0.28,0.5,348,335
2024-02-17 16:00:00,0.52,0.64,321,322,3.35,4.1,0.44,0.52,309,294,0.28,0.5,352,335
2024-02-17 17:00:00,0.56,0.64,320,322,3.4,4.1,0.46,0.52,307,294,0.32,0.5,350,335
2024-02-17 18:00:00,0.6,0.64,319,322,3.55,4.1,0.5,0.52,304,294,0.36,0.5,349,335
2024-02-17 19:00:00,0.64,0.64,318,322,3.7,4.1,0.52,0.52,302,294,0.4,0.5,347,335
2024-02-17 20:00:00,0.6,0.64,320,322,3.8,4.1,0.42,0.52,295,294,0.44,0.5,341,335
2024-02-17 21:00:00,0.58,0.64,321,322,3.85,4.1,0.3,0.52,289,294,0.46,0.5,334,335
2024-02-17 22:00:00,0.54,0.64,323,322,3.95,4.1,0.2,0.52,282,294,0.5,0.5,328,335
2024-02-17 23:00:00,0.52,0.64,325,322,4.05,4.1,0.16,0.52,277,294,0.48,0.5,329,335
2024-02-18 00:00:00,0.5,0.54,327,343,4.1,5.15,0.14,0.18,273,298,0.48,0.52,330,343
2024-02-18 01:00:00,0.48,0.54,329,343,4.2,5.15,0.1,0.18,268,298,0.46,0.52,331,343
2024-02-18 02:00:00,0.46,0.54,330,343,4.25,5.15,0.1,0.18,266,298,0.46,0.52,332,343
2024-02-18 03:00:00,0.46,0.54,332,343,4.25,5.15,0.08,0.18,263,298,0.44,0.52,333,343
2024-02-18 04:00:00,0.44,0.54,333,343,4.35,5.15,0.08,0.18,261,298,0.44,0.52,334,343
2024-02-18 05:00:00,0.46,0.54,337,343,4.55,5.15,0.06,0.18,234,298,0.46,0.52,337,343
2024-02-18 06:00:00,0.46,0.54,340,343,4.85,5.15,0.02,0.18,207,298,0.46,0.52,341,343
2024-02-18 07:00:00,0.48,0.54,344,343,5.05,5.15,0.0,0.18,180,298,0.48,0.52,344,343
2024-02-18 08:00:00,0.46,0.54,345,343,5.15,5.15,0.0,0.18,180,298,0.46,0.52,345,343
2024-02-18 09:00:00,0.46,0.54,346,343,5.15,5.15,0.0,0.18,180,298,0.46,0.52,346,343
2024-02-18 10:00:00,0.44,0.54,347,343,5.15,5.15,0.0,0.18,180,298,0.44,0.52,347,343
2024-02-18 11:00:00,0.44,0.54,348,343,5.15,5.15,0.0,0.18,230,298,0.44,0.52,348,343
2024-02-18 12:00:00,0.42,0.54,348,343,5.15,5.15,0.02,0.18,280,298,0.42,0.52,348,343
2024-02-18 13:00:00,0.42,0.54,349,343,5.1,5.15,0.02,0.18,330,298,0.42,0.52,349,343
2024-02-18 14:00:00,0.42,0.54,349,343,4.95,5.15,0.08,0.18,334,298,0.4,0.52,349,343
2024-02-18 15:00:00,0.42,0.54,349,343,4.7,5.15,0.12,0.18,339,298,0.4,0.52,350,343
2024-02-18 16:00:00,0.42,0.54,349,343,4.6,5.15,0.18,0.18,343,298,0.38,0.52,350,343
2024-02-18 17:00:00,0.46,0.54,348,343,4.7,5.15,0.16,0.18,331,298,0.42,0.52,348,343
2024-02-18 18:00:00,0.5,0.54,346,343,4.95,5.15,0.12,0.18,318,298,0.48,0.52,347,343
2024-02-18 19:00:00,0.54,0.54,345,343,5.1,5.15,0.1,0.18,306,298,0.52,0.52,345,343
2024-02-18 20:00:00,0.52,0.54,345,343,5.15,5.15,0.06,0.18,264,298,0.52,0.52,345,343
2024-02-18 21:00:00,0.52,0.54,346,343,5.15,5.15,0.04,0.18,222,298,0.5,0.52,346,343
2024-02-18 22:00:00,0.5,0.54,346,343,5.15,5.15,0.0,0.18,180,298,0.5,0.52,346,343
2024-02-18 23:00:00,0.48,0.54,346,343,5.15,5.15,0.0,0.18,180,298,0.48,0.52,346,343
2024-02-19 00:00:00,0.48,0.48,347,349,5.1,5.1,0.0,0.08,180,336,0.48,0.48,347,349
2024-02-19 01:00:00,0.46,0.48,347,349,5.1,5.1,0.0,0.08,180,336,0.46,0.48,347,349
2024-02-19 02:00:00,0.44,0.48,347,349,5.1,5.1,0.0,0.08,180,336,0.44,0.48,347,349
2024-02-19 03:00:00,0.44,0.48,348,349,5.05,5.1,0.0,0.08,180,336,0.44,0.48,348,349
2024-02-19 04:00:00,0.42,0.48,348,349,5.05,5.1,0.0,0.08,180,336,0.42,0.48,348,349
2024-02-19 05:00:00,0.42,0.48,348,349,5.05,5.1,0.0,0.08,180,336,0.42,0.48,348,349
2024-02-19 06:00:00,0.4,0.48,349,349,5.0,5.1,0.0,0.08,180,336,0.4,0.48,349,349
2024-02-19 07:00:00,0.4,0.48,349,349,5.0,5.1,0.0,0.08,180,336,0.4,0.48,349,349
2024-02-19 08:00:00,0.38,0.48,349,349,4.95,5.1,0.0,0.08,180,336,0.38,0.48,349,349
2024-02-19 09:00:00,0.38,0.48,350,349,4.95,5.1,0.0,0.08,180,336,0.38,0.48,350,349
2024-02-19 10:00:00,0.36,0.48,350,349,4.9,5.1,0.0,0.08,180,336,0.36,0.48,350,349
2024-02-19 11:00:00,0.36,0.48,350,349,4.9,5.1,0.0,0.08,180,336,0.36,0.48,350,349
2024-02-19 12:00:00,0.34,0.48,350,349,4.9,5.1,0.0,0.08,180,336,0.34,0.48,350,349
2024-02-19 13:00:00,0.34,0.48,350,349,4.85,5.1,0.0,0.08,180,336,0.34,0.48,350,349
2024-02-19 14:00:00,0.34,0.48,350,349,4.75,5.1,0.02,0.08,121,336,0.34,0.48,350,349
2024-02-19 15:00:00,0.34,0.48,351,349,4.65,5.1,0.06,0.08,61,336,0.32,0.48,351,349
2024-02-19 16:00:00,0.34,0.48,351,349,4.6,5.1,0.08,0.08,2,336,0.32,0.48,351,349
2024-02-19 17:00:00,0.36,0.48,350,349,4.65,5.1,0.08,0.08,115,336,0.34,0.48,350,349
2024-02-19 18:00:00,0.36,0.48,350,349,4.75,5.1,0.08,0.08,229,336,0.36,0.48,350,349
2024-02-19 19:00:00,0.38,0.48,349,349,4.8,5.1,0.08,0.08,342,336,0.38,0.48,349,349
2024-02-19 20:00:00,0.38,0.48,349,349,4.8,5.1,0.08,0.08,333,336,0.36,0.48,349,349
2024-02-19 21:00:00,0.36,0.48,348,349,4.7,5.1,0.08,0.08,323,336,0.36,0.48,348,349
2024-02-19 22:00:00,0.36,0.48,348,349,4.65,5.1,0.08,0.08,314,336,0.34,0.48,348,349
2024-02-19 23:00:00,0.36,0.48,347,349,4.6,5.1,0.08,0.08,305,336,0.34,0.48,348,349
2024-02-20 00:00:00,0.34,0.48,347,345,4.5,5.95,0.08,0.22,297,301,0.32,0.48,347,346
2024-02-20 01:00:00,0.34,0.48,346,345,4.45,5.95,0.08,0.22,288,301,0.32,0.48,347,346
2024-02-20 02:00:00,0.34,0.48,346,345,4.35,5.95,0.06,0.22,277,301,0.32,0.48,346,346
2024-02-20 03:00:00,0.32,0.48,345,345,4.25,5.95,0.06,0.22,265,301,0.3,0.48,346,346
2024-02-20 04:00:00,0.32,0.48,345,345,4.35,5.95,0.04,0.22,254,301,0.3,0.48,345,346
2024-02-20 05:00:00,0.38,0.48,346,345,4.8,5.95,0.02,0.22,229,301,0.36,0.48,346,346
2024-02-20 06:00:00,0.42,0.48,347,345,5.45,5.95,0.02,0.22,205,301,0.42,0.48,347,346
2024-02-20 07:00:00,0.48,0.48,348,345,5.9,5.95,0.0,0.22,180,301,0.48,0.48,348,346
2024-02-20 08:00:00,0.48,0.48,348,345,5.95,5.95,0.0,0.22,180,301,0.48,0.48,348,346
2024-02-20 09:00:00,0.46,0.48,347,345,5.85,5.95,0.0,0.22,180,301,0.46,0.48,347,346
2024-02-20 10:00:00,0.46,0.48,347,345,5.7,5.95,0.0,0.22,180,301,0.46,0.48,347,346
2024-02-20 11:00:00,0.44,0.48,347,345,5.65,5.95,0.0,0.22,180,301,0.44,0.48,347,346
2024-02-20 12:00:00,0.44,0.48,347,345,5.55,5.95,0.0,0.22,180,301,0.44,0.48,347,346
2024-02-20 13:00:00,0.42,0.48,347,345,5.45,5.95,0.0,0.22,180,301,0.42,0.48,347,346
2024-02-20 14:00:00,0.42,0.48,346,345,5.25,5.95,0.06,0.22,232,301,0.4,0.48,347,346
2024-02-20 15:00:00,0.42,0.48,346,345,4.95,5.95,0.12,0.22,283,301,0.4,0.48,347,346
2024-02-20 16:00:00,0.42,0.48,345,345,4.7,5.95,0.18,0.22,335,301,0.38,0.48,347,346
2024-02-20 17:00:00,0.42,0.48,343,345,4.45,5.95,0.2,0.22,328,301,0.38,0.48,347,346
2024-02-20 18:00:00,0.42,0.48,342,345,4.25,5.95,0.2,0.22,322,301,0.38,0.48,347,346
2024-02-20 19:00:00,0.42,0.48,340,345,4.1,5.95,0.22,0.22,315,301,0.38,0.48,347,346
2024-02-20 20:00:00,0.4,0.48,340,345,4.05,5.95,0.18,0.22,305,301,0.38,0.48,345,346
2024-02-20 21:00:00,0.4,0.48,339,345,4.0,5.95,0.14,0.22,296,301,0.38,0.48,343,346
2024-02-20 22:00:00,0.38,0.48,339,345,4.0,5.95,0.1,0.22,286,301,0.38,0.48,341,346
2024-02-20 23:00:00,0.36,0.48,339,345,4.0,5.95,0.1,0.22,278,301,0.36,0.48,341,346
2024-02-21 00:00:00,0.36,0.46,339,334,4.0,4.15,0.08,0.38,270,299,0.36,0.36,341,342
2024-02-21 01:00:00,0.34,0.46,339,334,4.0,4.15,0.08,0.38,262,299,0.34,0.36,341,342
2024-02-21 02:00:00,0.34,0.46,339,334,3.95,4.15,0.08,0.38,256,299,0.34,0.36,341,342
2024-02-21 03:00:00,0.32,0.46,338,334,3.85,4.15,0.08,0.38,251,299,0.32,0.36,341,342
2024-02-21 04:00:00,0.32,0.46,338,334,3.85,4.15,0.08,0.38,245,299,0.32,0.36,341,342
2024-02-21 05:00:00,0.32,0.46,339,334,3.95,4.15,0.06,0.38,223,299,0.32,0.36,341,342
2024-02-21 06:00:00,0.32,0.46,340,334,4.05,4.15,0.02,0.38,202,299,0.32,0.36,341,342
2024-02-21 07:00:00,0.32,0.46,341,334,4.15,4.15,0.0,0.38,180,299,0.32,0.36,341,342
2024-02-21 08:00:00,0.3,0.46,341,334,4.15,4.15,0.0,0.38,180,299,0.3,0.36,341,342
2024-02-21 09:00:00,0.3,0.46,341,334,4.15,4.15,0.0,0.38,180,299,0.3,0.36,341,342
2024-02-21 10:00:00,0.28,0.46,341,334,4.1,4.15,0.0,0.38,180,299,0.28,0.36,341,342
2024-02-21 11:00:00,0.28,0.46,341,334,4.05,4.15,0.04,0.38,227,299,0.28,0.36,342,342
2024-02-21 12:00:00,0.28,0.46,341,334,4.0,4.15,0.08,0.38,275,299,0.26,0.36,342,342
2024-02-21 13:00:00,0.28,0.46,341,334,3.85,4.15,0.12,0.38,322,299,0.26,0.36,343,342
2024-02-21 14:00:00,0.32,0.46,337,334,3.6,4.15,0.18,0.38,320,299,0.24,0.36,346,342
2024-02-21 15:00:00,0.34,0.46,333,334,3.3,4.15,0.26,0.38,319,299,0.24,0.36,348,342
2024-02-21 16:00:00,0.38,0.46,329,334,3.05,4.15,0.32,0.38,317,299,0.22,0.36,351,342
2024-02-21 17:00:00,0.4,0.46,327,334,3.0,4.15,0.34,0.38,315,299,0.24,0.36,351,342
2024-02-21 18:00:00,0.44,0.46,325,334,3.0,4.15,0.36,0.38,312,299,0.24,0.36,350,342
2024-02-21 19:00:00,0.46,0.46,323,334,3.05,4.15,0.38,0.38,310,299,0.26,0.36,350,342
2024-02-21 20:00:00,0.44,0.46,323,334,3.1,4.15,0.3,0.38,299,299,0.3,0.36,343,342
2024-02-21 21:00:00,0.42,0.46,324,334,3.15,4.15,0.22,0.38,289,299,0.32,0.36,337,342
2024-02-21 22:00:00,0.4,0.46,324,334,3.2,4.15,0.14,0.38,278,299,0.36,0.36,330,342
2024-02-21 23:00:00,0.38,0.46,325,334,3.2,4.15,0.14,0.38,271,299,0.34,0.36,330,342
2024-02-22 00:00:00,0.36,0.62,325,329,3.25,3.9,0.12,0.48,263,307,0.34,0.56,331,331
2024-02-22 01:00:00,0.34,0.62,326,329,3.25,3.9,0.12,0.48,256,307,0.32,0.56,331,331
2024-02-22 02:00:00,0.32,0.62,327,329,3.3,3.9,0.1,0.48,254,307,0.32,0.56,331,331
2024-02-22 03:00:00,0.32,0.62,328,329,3.3,3.9,0.08,0.48,253,307,0.3,0.56,330,331
2024-02-22 04:00:00,0.3,0.62,329,329,3.35,3.9,0.06,0.48,251,307,0.3,0.56,330,331
2024-02-22 05:00:00,0.3,0.62,331,329,3.4,3.9,0.04,0.48,227,307,0.3,0.56,332,331
2024-02-22 06:00:00,0.28,0.62,333,329,3.5,3.9,0.02,0.48,204,307,0.28,0.56,333,331
2024-02-22 07:00:00,0.28,0.62,335,329,3.55,3.9,0.0,0.48,180,307,0.28,0.56,335,331
2024-02-22 08:00:00,0.28,0.62,336,329,3.55,3.9,0.02,0.48,214,307,0.28,0.56,336,331
2024-02-22 09:00:00,0.26,0.62,336,329,3.55,3.9,0.04,0.48,247,307,0.26,0.56,336,331
2024-02-22 10:00:00,0.26,0.62,337,329,3.55,3.9,0.06,0.48,281,307,0.26,0.56,337,331
2024-02-22 11:00:00,0.26,0.62,336,329,3.5,3.9,0.08,0.48,290,307,0.26,0.56,337,331
2024-02-22 12:00:00,0.26,0.62,334,329,3.45,3.9,0.1,0.48,298,307,0.24,0.56,337,331
2024-02-22 13:00:00,0.26,0.62,333,329,3.35,3.9,0.12,0.48,307,307,0.24,0.56,337,331
2024-02-22 14:00:00,0.28,0.62,332,329,3.2,3.9,0.16,0.48,314,307,0.24,0.56,334,331
2024-02-22 15:00:00,0.3,0.62,330,329,3.05,3.9,0.2,0.48,321,307,0.22,0.56,332,331
2024-02-22 16:00:00,0.32,0.62,329,329,3.0,3.9,0.24,0.48,328,307,0.22,0.56,329,331
2024-02-22 17:00:00,0.42,0.62,328,329,3.2,3.9,0.32,0.48,328,307,0.28,0.56,328,331
2024-02-22 18:00:00,0.52,0.62,328,329,3.45,3.9,0.4,0.48,327,307,0.34,0.56,328,331
2024-02-22 19:00:00,0.62,0.62,327,329,3.7,3.9,0.48,0.48,327,307,0.4,0.56,327,331
2024-02-22 20:00:00,0.6,0.62,326,329,3.8,3.9,0.38,0.48,317,307,0.46,0.56,327,331
2024-02-22 21:00:00,0.6,0.62,326,329,3.8,3.9,0.28,0.48,306,307,0.5,0.56,327,331
2024-02-22 22:00:00,0.58,0.62,325,329,3.85,3.9,0.18,0.48,296,307,0.56,0.56,327,331
2024-02-22 23:00:00,0.56,0.62,325,329,3.9,3.9,0.14,0.48,292,307,0.54,0.56,326,331
2024-02-23 00:00:00,0.54,0.54,324,326,3.95,4.05,0.12,0.34,289,310,0.54,0.54,326,329
2024-02-23 01:00:00,0.52,0.54,324,326,4.0,4.05,0.08,0.34,285,310,0.52,0.54,325,329
2024-02-23 02:00:00,0.5,0.54,324,326,4.0,4.05,0.08,0.34,286,310,0.5,0.54,325,329
2024-02-23 03:00:00,0.48,0.54,324,326,4.05,4.05,0.1,0.34,287,310,0.48,0.54,325,329
2024-02-23 04:00:00,0.46,0.54,324,326,4.0,4.05,0.1,0.34,288,310,0.46,0.54,325,329
2024-02-23 05:00:00,0.46,0.54,324,326,3.9,4.05,0.12,0.34,287,310,0.44,0.54,326,329
2024-02-23 06:00:00,0.46,0.54,323,326,3.8,4.05,0.16,0.34,286,310,0.44,0.54,326,329
2024-02-23 07:00:00,0.46,0.54,323,326,3.7,4.05,0.18,0.34,285,310,0.42,0.54,327,329
2024-02-23 08:00:00,0.46,0.54,323,326,3.65,4.05,0.2,0.34,291,310,0.42,0.54,327,329
2024-02-23 09:00:00,0.46,0.54,322,326,3.6,4.05,0.2,0.34,297,310,0.4,0.54,328,329
2024-02-23 10:00:00,0.46,0.54,322,326,3.55,4.05,0.22,0.34,303,310,0.4,0.54,328,329
2024-02-23 11:00:00,0.48,0.54,322,326,3.5,4.05,0.24,0.34,307,310,0.4,0.54,328,329
2024-02-23 12:00:00,0.48,0.54,323,326,3.5,4.05,0.26,0.34,310,310,0.42,0.54,328,329
2024-02-23 13:00:00,0.5,0.54,323,326,3.5,4.05,0.28,0.34,314,310,0.42,0.54,328,329
2024-02-23 14:00:00,0.5,0.54,324,326,3.5,4.05,0.3,0.34,317,310,0.42,0.54,328,329
2024-02-23 15:00:00,0.52,0.54,326,326,3.5,4.05,0.32,0.34,321,310,0.42,0.54,328,329
2024-02-23 16:00:00,0.52,0.54,327,326,3.5,4.05,0.34,0.34,324,310,0.42,0.54,328,329
2024-02-23 17:00:00,0.52,0.54,329,326,3.55,4.05,0.3,0.34,327,310,0.44,0.54,329,329
2024-02-23 18:00:00,0.5,0.54,330,326,3.65,4.05,0.24,0.34,329,310,0.44,0.54,331,329
2024-02-23 19:00:00,0.5,0.54,332,326,3.75,4.05,0.2,0.34,332,310,0.46,0.54,332,329
2024-02-23 20:00:00,0.5,0.54,333,326,3.8,4.05,0.18,0.34,325,310,0.46,0.54,333,329
2024-02-23 21:00:00,0.5,0.54,333,326,3.85,4.05,0.14,0.34,317,310,0.48,0.54,335,329
2024-02-23 22:00:00,0.5,0.54,334,326,3.85,4.05,0.12,0.34,310,310,0.48,0.54,336,329
2024-02-23 23:00:00,0.5,0.54,334,326,3.9,4.05,0.12,0.34,302,310,0.48,0.54,336,329
2024-02-24 00:00:00,0.5,0.74,335,332,3.9,4.4,0.12,0.58,293,307,0.48,0.66,337,340
2024-02-24 01:00:00,0.5,0.74,335,332,3.9,4.4,0.12,0.58,285,307,0.48,0.66,337,340
2024-02-24 02:00:00,0.5,0.74,335,332,3.85,4.4,0.14,0.58,289,307,0.48,0.66,338,340
2024-02-24 03:00:00,0.5,0.74,334,332,3.75,4.4,0.18,0.58,293,307,0.46,0.66,339,340
2024-02-24 04:00:00,0.5,0.74,334,332,3.75,4.4,0.2,0.58,297,307,0.46,0.66,340,340
2024-02-24 05:00:00,0.52,0.74,334,332,3.85,4.4,0.18,0.58,295,307,0.48,0.66,339,340
2024-02-24 06:00:00,0.54,0.74,335,332,4.0,4.4,0.16,0.58,293,307,0.5,0.66,339,340
2024-02-24 07:00:00,0.56,0.74,335,332,4.1,4.4,0.14,0.58,291,307,0.52,0.66,338,340
2024-02-24 08:00:00,0.56,0.74,335,332,4.1,4.4,0.18,0.58,295,307,0.52,0.66,339,340
2024-02-24 09:00:00,0.58,0.74,334,332,4.05,4.4,0.22,0.58,298,307,0.52,0.66,341,340
2024-02-24 10:00:00,0.58,0.74,334,332,4.0,4.4,0.26,0.58,302,307,0.52,0.66,342,340
2024-02-24 11:00:00,0.6,0.74,332,332,3.9,4.4,0.34,0.58,304,307,0.48,0.66,346,340
2024-02-24 12:00:00,0.64,0.74,330,332,3.8,4.4,0.42,0.58,307,307,0.46,0.66,349,340
2024-02-24 13:00:00,0.66,0.74,328,332,3.75,4.4,0.5,0.58,309,307,0.42,0.66,353,340
2024-02-24 14:00:00,0.68,0.74,328,332,3.75,4.4,0.52,0.58,312,307,0.42,0.66,351,340
2024-02-24 15:00:00,0.7,0.74,328,332,3.75,4.4,0.56,0.58,315,307,0.42,0.66,350,340
2024-02-24 16:00:00,0.72,0.74,328,332,3.8,4.4,0.58,0.58,318,307,0.42,0.66,348,340
2024-02-24 17:00:00,0.72,0.74,329,332,3.95,4.4,0.5,0.58,317,307,0.5,0.66,343,340
2024-02-24 18:00:00,0.74,0.74,329,332,4.1,4.4,0.42,0.58,316,307,0.58,0.66,339,340
2024-02-24 19:00:00,0.74,0.74,330,332,4.25,4.4,0.34,0.58,315,307,0.66,0.66,334,340
2024-02-24 20:00:00,0.72,0.74,331,332,4.35,4.4,0.28,0.58,310,307,0.66,0.66,335,340
2024-02-24 21:00:00,0.68,0.74,333,332,4.35,4.4,0.24,0.58,306,307,0.64,0.66,335,340
2024-02-24 22:00:00,0.66,0.74,334,332,4.4,4.4,0.18,0.58,301,307,0.64,0.66,336,340
2024-02-24 23:00:00,0.64,0.74,334,332,4.4,4.4,0.18,0.58,297,307,0.62,0.66,337,340
2024-02-25 00:00:00,0.64,0.82,335,326,4.4,4.4,0.2,0.66,293,300,0.6,0.6,338,341
2024-02-25 01:00:00,0.62,0.82,335,326,4.4,4.4,0.2,0.66,289,300,0.58,0.6,339,341
2024-02-25 02:00:00,0.6,0.82,335,326,4.35,4.4,0.18,0.66,289,300,0.58,0.6,339,341
2024-02-25 03:00:00,0.6,0.82,335,326,4.35,4.4,0.18,0.66,289,300,0.56,0.6,338,341
2024-02-25 04:00:00,0.58,0.82,335,326,4.3,4.4,0.16,0.66,289,300,0.56,0.6,338,341
2024-02-25 05:00:00,0.58,0.82,334,326,4.25,4.4,0.18,0.66,290,300,0.54,0.6,338,341
2024-02-25 06:00:00,0.56,0.82,334,326,4.25,4.4,0.22,0.66,291,300,0.54,0.6,339,341
2024-02-25 07:00:00,0.56,0.82,333,326,4.2,4.4,0.24,0.66,292,300,0.52,0.6,339,341
2024-02-25 08:00:00,0.56,0.82,333,326,4.15,4.4,0.24,0.66,294,300,0.52,0.6,339,341
2024-02-25 09:00:00,0.54,0.82,332,326,4.1,4.4,0.24,0.66,297,300,0.5,0.6,339,341
2024-02-25 10:00:00,0.54,0.82,332,326,4.05,4.4,0.24,0.66,299,300,0.5,0.6,339,341
2024-02-25 11:00:00,0.56,0.82,330,326,3.95,4.4,0.32,0.66,303,300,0.46,0.6,342,341
